long,interface_used,service_name,status,title,agency_sent_datetime,service_request_id,updated_datetime,media_url,detail,description,lat,service_code,requested_datetime,agency_responsible.recipient,requestor_name,comment_count
-0.024976,mobile,Fly-Tipping,open,Builders bag of bags,2021-08-26T20:03:34+01:00,2961367,2021-08-26T20:03:34+01:00,https://www.fixmystreet.com/photo/2961367.0.full.jpeg?75279927,Builders waste bag full of black rubbish bags,Builders bag of bags: Builders waste bag full of black rubbish bags,51.462518,Fly-Tipping,2021-08-26T20:03:34+01:00,['Lewisham Borough Council'],,
-0.024622,mobile,Fly-Tipping,open,Sofa dumped,2021-08-26T20:02:33+01:00,2961364,2021-08-26T20:02:33+01:00,https://www.fixmystreet.com/photo/2961364.0.full.jpeg?700e4cf4,Sofa dumped on darling road,Sofa dumped: Sofa dumped on darling road,51.465684,Fly-Tipping,2021-08-26T20:02:32+01:00,['Lewisham Borough Council'],,
0.007583,iOS,Fly-Tipping,open,Broken up sofa,2021-08-26T18:18:27+01:00,2961162,2021-08-26T18:18:27+01:00,https://www.fixmystreet.com/photo/2961162.0.full.jpeg?aa0d9c14,Broken-up sofa,Broken up sofa: Broken-up sofa,51.460493,Fly-Tipping,2021-08-26T18:18:26+01:00,['Lewisham Borough Council'],,
-0.000611,iOS,Trade Waste Issue,open,Pallet & rubble on road,2021-08-26T17:47:45+01:00,2961109,2021-08-26T17:47:45+01:00,,Neighbour has been keeping a pallet & rubble bag on road for months - 227 Ardgowan Road. SE6,Pallet & rubble on road: Neighbour has been keeping a pallet & rubble bag on road for months - 227 Ardgowan Road. SE6,51.437452,Trade Waste Issue,2021-08-26T17:47:41+01:00,['Lewisham Borough Council'],,
-0.006139,Android,Shopping Trolley,open,Trollies,2021-08-26T17:24:46+01:00,2961070,2021-08-26T17:24:46+01:00,https://www.fixmystreet.com/photo/2961070.0.full.jpeg?d5a71c05,Please remove,Trollies: Please remove,51.447137,Shopping Trolley,2021-08-26T17:24:45+01:00,['Lewisham Borough Council'],,
-0.005409,Android,Fly-Tipping,open,Furniture and rubbish,2021-08-26T17:24:32+01:00,2961067,2021-08-26T17:24:32+01:00,https://www.fixmystreet.com/photo/2961067.0.full.jpeg?81797cd2,Please remove,Furniture and rubbish: Please remove,51.4461,Fly-Tipping,2021-08-26T17:24:31+01:00,['Lewisham Borough Council'],,
-0.005472,mobile,Fly-Tipping,open,Fly tipping,2021-08-26T14:59:44+01:00,2960714,2021-08-26T14:59:44+01:00,https://www.fixmystreet.com/photo/2960714.0.full.jpeg?8c4df610,Fly tipping,Fly tipping: Fly tipping,51.453845,Fly-Tipping,2021-08-26T14:59:37+01:00,['Lewisham Borough Council'],,
-0.059596,desktop,Rubbish (refuse and recycling),open,Two brown bins need to be moved,2021-08-26T14:56:39+01:00,2960703,2021-08-26T14:56:39+01:00,,"Two brown garden waste bins which have 'wandered' from their former homes have been on the pavement in Jews Walk, SE26 4NN, beside the garden fence of Homewalk House, for the past two or three weeks, and are now overfull with rubbish deposited by passers-by. Could they please be removed.","Two brown bins need to be moved: Two brown garden waste bins which have 'wandered' from their former homes have been on the pavement in Jews Walk, SE26 4NN, beside the garden fence of Homewalk House, for the past two or three weeks, and are now overfull with rubbish deposited by passers-by. Could they please be removed.",51.429629,Rubbish (refuse and recycling),2021-08-26T14:56:39+01:00,['Lewisham Borough Council'],,
-0.039378,desktop,Graffiti,open,Graffiti on art work,2021-08-26T14:39:28+01:00,2960650,2021-08-26T14:39:28+01:00,https://www.fixmystreet.com/photo/2960650.0.full.jpeg?5a7f8636,Graffiti covering the description of new art work,Graffiti on art work: Graffiti covering the description of new art work,51.481524,Graffiti,2021-08-26T14:39:28+01:00,['Lewisham Borough Council'],,
0.011861,iOS,Rubbish (refuse and recycling),open,Food waste on pavement,2021-08-26T12:56:40+01:00,2960351,2021-08-26T12:56:40+01:00,https://www.fixmystreet.com/photo/2960351.0.full.jpeg?778508dc,Bag split open and food all over pavement. Please clear asap,Food waste on pavement: Bag split open and food all over pavement. Please clear asap,51.450787,Rubbish (refuse and recycling),2021-08-26T12:56:38+01:00,['Lewisham Borough Council'],,
-0.017263,mobile,Fly-Tipping,open,"Enormous amount of rubbish and food waste, please clean up as it is attracting rats",2021-08-26T12:53:05+01:00,2960333,2021-08-26T12:53:05+01:00,https://www.fixmystreet.com/photo/2960333.0.full.jpeg?44fdc1fe,This is an ongoing problem and this week is even worse. There is an obvious lack of adequate containers and bins at this junction and near the building sites at the beginning of Bellingham Road . This is a health hazard and unbelievable that it is permitted in a developed country in the 21st century. Please sort it out.,"Enormous amount of rubbish and food waste, please clean up as it is attracting rats: This is an ongoing problem and this week is even worse. There is an obvious lack of adequate containers and bins at this junction and near the building sites at the beginning of Bellingham Road . This is a health hazard and unbelievable that it is permitted in a developed country in the 21st century. Please sort it out.",51.43339,Fly-Tipping,2021-08-26T12:53:04+01:00,['Lewisham Borough Council'],,
-0.04873,desktop,Fly-Tipping,open,Dumped rubbish on pavement,2021-08-26T11:20:43+01:00,2960062,2021-08-26T11:20:43+01:00,,Rubbish on pavement outside no 90 waller road se4,Dumped rubbish on pavement: Rubbish on pavement outside no 90 waller road se4,51.472083,Fly-Tipping,2021-08-26T11:20:42+01:00,['Lewisham Borough Council'],,
0.007303,desktop,Fly-Tipping,open,Dumped toys and rubbish near junction box,2021-08-26T11:19:50+01:00,2960064,2021-08-26T11:19:50+01:00,https://www.fixmystreet.com/photo/2960064.0.full.jpeg?0fd9405c,These seem to have been dumped overnight. All dumped by the junction box at Woodbank rd and Undershaw. This is getting worse every day.,Dumped toys and rubbish near junction box: These seem to have been dumped overnight. All dumped by the junction box at Woodbank rd and Undershaw. This is getting worse every day.,51.43085,Fly-Tipping,2021-08-26T11:19:49+01:00,['Lewisham Borough Council'],,
0.001796,iOS,Fly-Tipping,open,More fly tipping attracting even more fly tippinng,2021-08-26T11:09:59+01:00,2960041,2021-08-26T11:09:59+01:00,https://www.fixmystreet.com/photo/2960041.0.full.jpeg?1a0a7543,Been over a week now and getting more and more being dumped,More fly tipping attracting even more fly tippinng: Been over a week now and getting more and more being dumped,51.448256,Fly-Tipping,2021-08-26T11:09:55+01:00,['Lewisham Borough Council'],,
0.008655,iOS,Fly-Tipping,open,Bedside drawer,2021-08-26T10:37:08+01:00,2959931,2021-08-26T10:37:08+01:00,https://www.fixmystreet.com/photo/2959931.0.full.jpeg?7d2b64dd,Bedside drawer left on the side of the road,Bedside drawer: Bedside drawer left on the side of the road,51.452772,Fly-Tipping,2021-08-26T10:37:07+01:00,['Lewisham Borough Council'],,
-0.055582,iOS,Fly-Tipping,open,Abandoned sofa,2021-08-26T08:52:45+01:00,2959601,2021-08-26T08:52:45+01:00,https://www.fixmystreet.com/photo/2959601.0.full.jpeg?b18583f0,Large sofa dumped on pavement,Abandoned sofa: Large sofa dumped on pavement,51.443936,Fly-Tipping,2021-08-26T08:52:39+01:00,['Lewisham Borough Council'],Dagmar Vesely,
0.012751,iOS,Fly-Tipping,open,Fly tipping,2021-08-26T08:42:06+01:00,2959569,2021-08-26T08:42:06+01:00,https://www.fixmystreet.com/photo/2959569.0.full.jpeg?78459ce2,Computer chair and be frame left next to clothes recycling container,Fly tipping: Computer chair and be frame left next to clothes recycling container,51.449957,Fly-Tipping,2021-08-26T08:42:00+01:00,['Lewisham Borough Council'],,
-0.005999,Android,Fly-Tipping,open,Mattress,2021-08-26T08:32:19+01:00,2959552,2021-08-26T08:32:19+01:00,https://www.fixmystreet.com/photo/2959552.0.full.jpeg?d5b89717,Please remove,Mattress: Please remove,51.446936,Fly-Tipping,2021-08-26T08:32:16+01:00,['Lewisham Borough Council'],,
-0.005152,Android,Fly-Tipping,open,Furniture,2021-08-26T08:32:03+01:00,2959550,2021-08-26T08:32:03+01:00,https://www.fixmystreet.com/photo/2959550.0.full.jpeg?5a0014ac,Please remove,Furniture: Please remove,51.446154,Fly-Tipping,2021-08-26T08:32:00+01:00,['Lewisham Borough Council'],,
-0.040808,Android,Fly-Tipping,open,Sofa been sitting here for weeks,2021-08-26T08:22:29+01:00,2959540,2021-08-26T08:22:29+01:00,https://www.fixmystreet.com/photo/2959540.0.full.jpeg?917da46b,"More flytipping here, it is attracting others","Sofa been sitting here for weeks: More flytipping here, it is attracting others",51.461079,Fly-Tipping,2021-08-26T08:22:29+01:00,['Lewisham Borough Council'],,
-0.010714,mobile,Fly-Tipping,open,Butane gas canisters,2021-08-26T07:58:12+01:00,2959495,2021-08-26T07:58:12+01:00,https://www.fixmystreet.com/photo/2959495.0.full.jpeg?ff690251,Don’t know if they still have explosive gas in them - if they do they are very dangerous just littered on the pavement!,Butane gas canisters: Don’t know if they still have explosive gas in them - if they do they are very dangerous just littered on the pavement!,51.449389,Fly-Tipping,2021-08-26T07:58:11+01:00,['Lewisham Borough Council'],,
0.009675,Android,Fly-Tipping,open,BlackHeath Grove Recycle Area,2021-08-26T07:07:33+01:00,2959437,2021-08-26T07:07:33+01:00,https://www.fixmystreet.com/photo/2959437.0.full.jpeg?fa469ab9,"Fly-tipping adjacent the recycle area, blighting the centre of Blackheath Village and next to the historic Post Office.","BlackHeath Grove Recycle Area: Fly-tipping adjacent the recycle area, blighting the centre of Blackheath Village and next to the historic Post Office.",51.465966,Fly-Tipping,2021-08-26T07:07:32+01:00,['Lewisham Borough Council'],,
0.013123,mobile,Fly-Tipping,open,Dumped residential rubbish & garden waste,2021-08-26T02:06:35+01:00,2959393,2021-08-26T02:06:35+01:00,https://www.fixmystreet.com/photo/2959393.0.full.jpeg?e1930c0d,Dumped residential rubbish & garden waste on Capstone Road opposite to 437a Downham Way,Dumped residential rubbish & garden waste: Dumped residential rubbish & garden waste on Capstone Road opposite to 437a Downham Way,51.427431,Fly-Tipping,2021-08-26T02:06:32+01:00,['Lewisham Borough Council'],,
0.011959,mobile,Fly-Tipping,open,"Dumped mattress, unwanted furniture and residential rubbish",2021-08-26T02:03:06+01:00,2959388,2021-08-26T02:03:06+01:00,https://www.fixmystreet.com/photo/2959388.0.full.jpeg?525c98bf,"Dumped mattress, unwanted furniture and residential rubbish on Capstone Road opposite to 24 Capstone Road","Dumped mattress, unwanted furniture and residential rubbish: Dumped mattress, unwanted furniture and residential rubbish on Capstone Road opposite to 24 Capstone Road",51.427469,Fly-Tipping,2021-08-26T02:03:05+01:00,['Lewisham Borough Council'],,
-0.03192,desktop,Rubbish (refuse and recycling),open,Dumped mattress,2021-08-25T23:01:44+01:00,2959307,2021-08-25T23:01:44+01:00,,Has been here for at least 3 weeks now.,Dumped mattress: Has been here for at least 3 weeks now.,51.466052,Rubbish (refuse and recycling),2021-08-25T23:01:42+01:00,['Lewisham Borough Council'],,
-0.051612,desktop,Abandoned vehicles,open,"Abandoned Vehicle, Ford Focus 05 plate blue",2021-08-25T21:15:53+01:00,2959191,2021-08-25T21:15:53+01:00,,"Been left abandoned for over 4 years, no tax, no mot, blocking access to neighbours garage. Reported to local council several times with no results. Glad if anyone could take this car away.

Owner may have passed away, unable to confirm, may have moved or something.","Abandoned Vehicle, Ford Focus 05 plate blue: Been left abandoned for over 4 years, no tax, no mot, blocking access to neighbours garage. Reported to local council several times with no results. Glad if anyone could take this car away.

Owner may have passed away, unable to confirm, may have moved or something.",51.476968,Abandoned vehicles,2021-08-25T21:15:52+01:00,['Lewisham Borough Council'],Jay J Gonzalez,
-0.036836,iOS,Fly-Tipping,open,Dumped mattress,2021-08-25T21:02:34+01:00,2959174,2021-08-25T21:02:34+01:00,https://www.fixmystreet.com/photo/2959174.0.full.jpeg?5a44d59a,At the entrance to Albert Mews SE4,Dumped mattress: At the entrance to Albert Mews SE4,51.460724,Fly-Tipping,2021-08-25T21:02:32+01:00,['Lewisham Borough Council'],,
0.007191,Android,Parks & Green Spaces,open,Bromley cemertery,2021-08-25T16:42:19+01:00,2958731,2021-08-25T16:42:19+01:00,https://www.fixmystreet.com/photo/2958731.0.full.jpeg?33b40f0e,The trees and bushes are taking over the pavement.the first section of tge febce is affected,Bromley cemertery: The trees and bushes are taking over the pavement.the first section of tge febce is affected,51.423487,Parks & Green Spaces,2021-08-25T16:42:19+01:00,['Lewisham Borough Council'],Mrs jean turner,
0.005099,Android,Fly-Tipping,open,Dump,2021-08-25T16:38:46+01:00,2958724,2021-08-25T16:38:46+01:00,https://www.fixmystreet.com/photo/2958724.0.full.jpeg?77b4a6fe,Another hoyse clearance,Dump: Another hoyse clearance,51.423728,Fly-Tipping,2021-08-25T16:38:44+01:00,['Lewisham Borough Council'],Mrs jean turner,
-0.045722,desktop,Fly-Tipping,open,Alond 57-67 Dalmain road,2021-08-25T15:44:52+01:00,2958589,2021-08-25T15:44:52+01:00,,"X1 Dining Chair, x1 Single matress and x2 empty boxes","Alond 57-67 Dalmain road: X1 Dining Chair, x1 Single matress and x2 empty boxes",51.443237,Fly-Tipping,2021-08-25T15:44:50+01:00,['Lewisham Borough Council'],,
-0.043953,iOS,Garden Waste,open,Overgrown. Vegitation,2021-08-25T15:38:19+01:00,2958571,2021-08-25T15:38:19+01:00,,Number 21 Adamsrill road and number 1 Niederwald road have bushes and trees hanging and growing onto the pavement making it difficult to walk past on the pavement.,Overgrown. Vegitation: Number 21 Adamsrill road and number 1 Niederwald road have bushes and trees hanging and growing onto the pavement making it difficult to walk past on the pavement.,51.429658,Garden Waste,2021-08-25T15:38:16+01:00,['Lewisham Borough Council'],,
0.014719,iOS,Missed Collection,open,Bins not emptied mattress dumped,2021-08-25T15:09:24+01:00,2958501,2021-08-29T17:38:05+01:00,,As usual the bin men don’t empty the bins. They always leave the bins overflowing opposite the pub entrance. Rubbish just then gets dumped beside the bins. Also there is a mattress dumped snd furniture,Bins not emptied mattress dumped: As usual the bin men don’t empty the bins. They always leave the bins overflowing opposite the pub entrance. Rubbish just then gets dumped beside the bins. Also there is a mattress dumped snd furniture,51.443229,Missed Collection,2021-08-25T15:09:22+01:00,['Lewisham Borough Council'],Jacqui nally,1.0
-0.042499,iOS,Fly-Tipping,open,Chest of drawers in street,2021-08-25T12:18:57+01:00,2958017,2021-08-25T12:18:57+01:00,https://www.fixmystreet.com/photo/2958017.0.full.jpeg?2a748c69,Chest of drawers in street. Dangerous for cars and cycles,Chest of drawers in street: Chest of drawers in street. Dangerous for cars and cycles,51.463741,Fly-Tipping,2021-08-25T12:18:56+01:00,['Lewisham Borough Council'],,
0.000154,iOS,Fly-Tipping,open,Bin bags and furniture,2021-08-25T12:18:43+01:00,2958015,2021-08-25T12:18:43+01:00,https://www.fixmystreet.com/photo/2958015.0.full.jpeg?3b2ad5e1,These bags have been here for weeks (months even) and the chest of drawers was left a week ago. Unsightly and dumped in front of a clearly unoccupied house.,Bin bags and furniture: These bags have been here for weeks (months even) and the chest of drawers was left a week ago. Unsightly and dumped in front of a clearly unoccupied house.,51.452118,Fly-Tipping,2021-08-25T12:18:34+01:00,['Lewisham Borough Council'],,
0.003523,mobile,Tree,open,"Tree roots, growth",2021-08-25T11:24:46+01:00,2957793,2021-08-25T11:24:46+01:00,https://www.fixmystreet.com/photo/2957793.0.full.jpeg?a5a32e18,Tree overgrown and blocking road view and access for school children on public highway outside Downham playing field Glenbow Road,"Tree roots, growth: Tree overgrown and blocking road view and access for school children on public highway outside Downham playing field Glenbow Road",51.422898,Tree,2021-08-25T11:24:45+01:00,['Lewisham Borough Council'],,
0.003523,mobile,Fly-Tipping,open,Flytipping,2021-08-25T11:22:55+01:00,2957785,2021-08-25T11:22:55+01:00,https://www.fixmystreet.com/photo/2957785.0.full.jpeg?2ac290e7,Large waste bag and fence panels left inside field gate. Downham playing fields will need grab to pick up bag.,Flytipping: Large waste bag and fence panels left inside field gate. Downham playing fields will need grab to pick up bag.,51.422898,Fly-Tipping,2021-08-25T11:22:55+01:00,['Lewisham Borough Council'],,
0.002922,mobile,Fly-Tipping,open,Flytipping,2021-08-25T11:21:29+01:00,2957775,2021-08-25T11:21:29+01:00,https://www.fixmystreet.com/photo/2957775.0.full.jpeg?fd70bb8f,Large bag of waste and clothes horse left in Downham playing fields by the fence ..inside the park. Needs a grab to pick it up.,Flytipping: Large bag of waste and clothes horse left in Downham playing fields by the fence ..inside the park. Needs a grab to pick it up.,51.422833,Fly-Tipping,2021-08-25T11:21:28+01:00,['Lewisham Borough Council'],,
0.004581,mobile,Fly-Tipping,open,Flytipping,2021-08-25T11:19:45+01:00,2957767,2021-08-25T11:19:45+01:00,https://www.fixmystreet.com/photo/2957767.0.full.jpeg?84ac14fb,In Downham playing fields up by the swing park a huge amount of flytipping and burnt out bins have been left. We cleared some but needs a van to take away.,Flytipping: In Downham playing fields up by the swing park a huge amount of flytipping and burnt out bins have been left. We cleared some but needs a van to take away.,51.423049,Fly-Tipping,2021-08-25T11:19:44+01:00,['Lewisham Borough Council'],,
0.015865,mobile,Fly-Tipping,open,Dumped matresses,2021-08-25T10:57:47+01:00,2957667,2021-08-25T10:57:47+01:00,https://www.fixmystreet.com/photo/2957667.0.full.jpeg?c5663c08,Usual problem please remove,Dumped matresses: Usual problem please remove,51.443125,Fly-Tipping,2021-08-25T10:57:47+01:00,['Lewisham Borough Council'],,
-0.025263,Android,Fly-Tipping,open,Mixed domestic and commercial waste - 25/8/21,2021-08-25T08:53:20+01:00,2957285,2021-08-25T08:53:20+01:00,https://www.fixmystreet.com/photo/2957285.0.full.jpeg?a370a376,Mixture of domestic and commercial waste,Mixed domestic and commercial waste - 25/8/21: Mixture of domestic and commercial waste,51.477441,Fly-Tipping,2021-08-25T08:53:19+01:00,['Lewisham Borough Council'],,
-0.04911,iOS,Fly-Tipping,open,Builder rubbish,2021-08-25T08:40:25+01:00,2957249,2021-08-25T08:40:25+01:00,https://www.fixmystreet.com/photo/2957249.0.full.jpeg?4d4d39cc,Once again local builder dumping he’s rubbish,Builder rubbish: Once again local builder dumping he’s rubbish,51.447029,Fly-Tipping,2021-08-25T08:40:24+01:00,['Lewisham Borough Council'],,
-0.025263,iOS,Fly-Tipping,open,"Lots of rubbish by road, some bagged some not",2021-08-25T06:35:07+01:00,2957067,2021-08-25T06:35:07+01:00,https://www.fixmystreet.com/photo/2957067.0.full.jpeg?847410ad,"Lots of rubbish strewn by side of the road, all the way to the top","Lots of rubbish by road, some bagged some not: Lots of rubbish strewn by side of the road, all the way to the top",51.457925,Fly-Tipping,2021-08-25T06:35:06+01:00,['Lewisham Borough Council'],,
-0.034489,iOS,Fly-Tipping,open,Fly tipping yet again on Ravensbourne Road,2021-08-25T05:06:15+01:00,2957047,2021-08-25T05:06:15+01:00,https://www.fixmystreet.com/photo/2957047.0.full.jpeg?67e87b21,Yet more stuff dumped outside 22 Ravensbourne Road. Please collect.,Fly tipping yet again on Ravensbourne Road: Yet more stuff dumped outside 22 Ravensbourne Road. Please collect.,51.442906,Fly-Tipping,2021-08-25T05:06:14+01:00,['Lewisham Borough Council'],,
0.007026,iOS,Fly-Tipping,open,Fly tipping ilfracombe road,2021-08-24T20:14:15+01:00,2956668,2021-08-24T20:14:15+01:00,https://www.fixmystreet.com/photo/2956668.0.full.jpeg?d736a0a0,Items have been dumped on ilfracombe road by the green area. Please arrange collection as soon as possible.,Fly tipping ilfracombe road: Items have been dumped on ilfracombe road by the green area. Please arrange collection as soon as possible.,51.431287,Fly-Tipping,2021-08-24T20:14:12+01:00,['Lewisham Borough Council'],,
-0.034464,desktop,Demo,open,100 or so loud vehicles gathering on Sunday nights,2021-08-24T19:52:02+01:00,2956634,2021-08-24T19:52:02+01:00,,"There are about 100 or so loud vehicles (cars, vans, and motorcycles) that seem to gather somewhere down the street on a Sunday night. They then cause a commotion by driving loudly and quickly back up Kangley Bridge Road toward Stanton Way. Every Sunday, usually around 11pm. Our guess would be that they gather in commercial buildings / parking lots that aren't guarded on a weekend. This is a fairly busy road, but the traffic is largely unnoticeable generally speaking. These vehicles however cause a massive disruption -- partly b/c of number and speed, partly because at least half of them seem to be fitted with loud engines. Very disruptive activity and seems to be regular. Has been going on for at least a few weeks now.","100 or so loud vehicles gathering on Sunday nights: There are about 100 or so loud vehicles (cars, vans, and motorcycles) that seem to gather somewhere down the street on a Sunday night. They then cause a commotion by driving loudly and quickly back up Kangley Bridge Road toward Stanton Way. Every Sunday, usually around 11pm. Our guess would be that they gather in commercial buildings / parking lots that aren't guarded on a weekend. This is a fairly busy road, but the traffic is largely unnoticeable generally speaking. These vehicles however cause a massive disruption -- partly b/c of number and speed, partly because at least half of them seem to be fitted with loud engines. Very disruptive activity and seems to be regular. Has been going on for at least a few weeks now.",51.426124,Demo,2021-08-24T19:52:01+01:00,['Lewisham Borough Council'],,
-0.015593,iOS,Rubbish (refuse and recycling),open,Unlidded bins,2021-08-24T19:21:52+01:00,2956585,2021-08-24T19:21:52+01:00,https://www.fixmystreet.com/photo/2956585.0.full.jpeg?478dd5c8,A resident of 74 or 76 Bargery moved two bins here full of rubbish and did his best to cover them but they’re now being used by dog owners to drop in dog-poo bags. They’ve been here for a fortnight.,Unlidded bins: A resident of 74 or 76 Bargery moved two bins here full of rubbish and did his best to cover them but they’re now being used by dog owners to drop in dog-poo bags. They’ve been here for a fortnight.,51.44059,Rubbish (refuse and recycling),2021-08-24T19:21:49+01:00,['Lewisham Borough Council'],Eric Kentley,
0.006583,iOS,Parks & Green Spaces,open,Camping on Heath,2021-08-24T17:53:35+01:00,2956444,2021-08-24T17:53:35+01:00,,Camping on the Heath by a demonstration group - not allowed and shouldn’t be allowed to remain,Camping on Heath: Camping on the Heath by a demonstration group - not allowed and shouldn’t be allowed to remain,51.470482,Parks & Green Spaces,2021-08-24T17:53:34+01:00,['Lewisham Borough Council'],,
-0.023307,mobile,Rubbish (refuse and recycling),open,Bins blocking the pavement along with overgrown hedge.,2021-08-24T17:16:51+01:00,2956370,2021-08-24T17:16:51+01:00,https://www.fixmystreet.com/photo/2956370.0.full.jpeg?b0350ef1,Bins are perpetually left out in front of this property for weeks or months at a time. Currently there are five obstructing the pavement since August 10th. The obstruction is compounded by a hedge that hasn’t been trimmed for about 2 years & is encroaching over the pavement leaving less room to pass by.,Bins blocking the pavement along with overgrown hedge.: Bins are perpetually left out in front of this property for weeks or months at a time. Currently there are five obstructing the pavement since August 10th. The obstruction is compounded by a hedge that hasn’t been trimmed for about 2 years & is encroaching over the pavement leaving less room to pass by.,51.430531,Rubbish (refuse and recycling),2021-08-24T17:16:50+01:00,['Lewisham Borough Council'],,
-0.023458,iOS,Fly-Tipping,open,Sofa dumped,2021-08-24T16:55:17+01:00,2956326,2021-08-24T16:55:17+01:00,https://www.fixmystreet.com/photo/2956326.0.full.jpeg?cbb86cf9,Been here for two weeks now. Please remove,Sofa dumped: Been here for two weeks now. Please remove,51.448432,Fly-Tipping,2021-08-24T16:55:17+01:00,['Lewisham Borough Council'],,
-0.045211,Android,Fly-Tipping,open,Cupboard,2021-08-24T15:36:25+01:00,2956086,2021-08-24T15:36:25+01:00,https://www.fixmystreet.com/photo/2956086.0.full.jpeg?a6462d58,Obstruction of the pavement,Cupboard: Obstruction of the pavement,51.478355,Fly-Tipping,2021-08-24T15:36:21+01:00,['Lewisham Borough Council'],,
0.000599,iOS,Fly-Tipping,open,Building rubbish outside house,2021-08-24T15:04:47+01:00,2955628,2021-08-24T15:04:47+01:00,https://www.fixmystreet.com/photo/2955628.0.full.jpeg?e5645c39,"There is some building rubbish that had been fly-tipped outside our house, even though we have a sign saying no rubbish.","Building rubbish outside house: There is some building rubbish that had been fly-tipped outside our house, even though we have a sign saying no rubbish.",51.43711,Fly-Tipping,2021-08-24T15:04:45+01:00,['Lewisham Borough Council'],,
0.005389,mobile,Fly-Tipping,open,Rubbish constantly dumped on Rangefield road,2021-08-24T14:28:28+01:00,2955881,2021-08-24T14:28:28+01:00,,Every week there seems to be bags and boxes of rubbish just dumped in the area.,Rubbish constantly dumped on Rangefield road: Every week there seems to be bags and boxes of rubbish just dumped in the area.,51.423197,Fly-Tipping,2021-08-24T14:28:27+01:00,['Lewisham Borough Council'],,
0.017572,mobile,Parks & Green Spaces,open,Rubbish,2021-08-24T13:52:42+01:00,2955782,2021-08-24T13:52:42+01:00,,Top green Bedivere Rd BR15LJ household junk broken drawers two old tyers broken kiddies bike an old boot etc,Rubbish: Top green Bedivere Rd BR15LJ household junk broken drawers two old tyers broken kiddies bike an old boot etc,51.432599,Parks & Green Spaces,2021-08-24T13:52:39+01:00,['Lewisham Borough Council'],,
0.008451,iOS,Fly-Tipping,open,Hope Church Driveway,2021-08-24T12:58:54+01:00,2955602,2021-08-24T12:58:54+01:00,https://www.fixmystreet.com/photo/2955602.0.full.jpeg?706c9672,"Fly tipping at front of driveway, making it difficult to open gates so vans can go in and out on regular basis.","Hope Church Driveway: Fly tipping at front of driveway, making it difficult to open gates so vans can go in and out on regular basis.",51.434264,Fly-Tipping,2021-08-24T12:58:53+01:00,['Lewisham Borough Council'],,
-0.006304,iOS,Fly-Tipping,open,"Fly tipped mattresses x2, Stainton road",2021-08-24T12:31:46+01:00,2955510,2021-08-24T12:31:46+01:00,https://www.fixmystreet.com/photo/2955510.0.full.jpeg?e07e6c0b,Could you please pick up? Thanks,"Fly tipped mattresses x2, Stainton road: Could you please pick up? Thanks",51.447287,Fly-Tipping,2021-08-24T12:31:44+01:00,['Lewisham Borough Council'],,
-0.035183,Android,Fly-Tipping,open,Tyre abandoned in Ravensbourne Road,2021-08-24T11:17:19+01:00,2955323,2021-08-24T11:17:19+01:00,https://www.fixmystreet.com/photo/2955323.0.full.jpeg?b69a7179,"A tre has been abandoned near 60, Ravensbourne Road","Tyre abandoned in Ravensbourne Road: A tre has been abandoned near 60, Ravensbourne Road",51.444198,Fly-Tipping,2021-08-24T11:17:16+01:00,['Lewisham Borough Council'],,
-0.005003,mobile,Fly-Tipping,open,Rubbish near the park entrance,2021-08-24T10:58:12+01:00,2955257,2021-08-24T10:58:12+01:00,https://www.fixmystreet.com/photo/2955257.0.full.jpeg?972b5d40,No one ever seems to be in charge of clearing this corner at the the entrance of the park.,Rubbish near the park entrance: No one ever seems to be in charge of clearing this corner at the the entrance of the park.,51.422231,Fly-Tipping,2021-08-24T10:58:12+01:00,['Lewisham Borough Council'],,
-0.001833,mobile,Fly-Tipping,open,Near the street sign,2021-08-24T10:56:42+01:00,2955248,2021-08-24T10:56:42+01:00,https://www.fixmystreet.com/photo/2955248.0.full.jpeg?3e5f157a,Lots of rubbish.,Near the street sign: Lots of rubbish.,51.421836,Fly-Tipping,2021-08-24T10:56:39+01:00,['Lewisham Borough Council'],,
-0.035503,desktop,Fly-Tipping,open,Dumped Glass Furniture,2021-08-24T09:46:16+01:00,2954975,2021-08-24T09:46:16+01:00,https://www.fixmystreet.com/photo/2954975.0.full.jpeg?420a1371,This monstrosity was dumped precariously on pavement outside our property. It was in a dangerous position so placed just inside the frontage. Needs removing urgently.,Dumped Glass Furniture: This monstrosity was dumped precariously on pavement outside our property. It was in a dangerous position so placed just inside the frontage. Needs removing urgently.,51.459741,Fly-Tipping,2021-08-24T09:46:16+01:00,['Lewisham Borough Council'],,
-0.061107,mobile,Tree,open,Large branch fallen from tree blocking FOOTPATH up Eliot Bank,2021-08-24T09:19:52+01:00,2954863,2021-08-24T09:19:52+01:00,,"Large fallen branch blocking footpath, needs removing ASAP","Large branch fallen from tree blocking FOOTPATH up Eliot Bank: Large fallen branch blocking footpath, needs removing ASAP",51.439082,Tree,2021-08-24T09:19:50+01:00,['Lewisham Borough Council'],,
-0.048926,iOS,Fly-Tipping,open,Flytip,2021-08-24T08:48:43+01:00,2954734,2021-08-24T08:48:43+01:00,https://www.fixmystreet.com/photo/2954734.0.full.jpeg?473e98b8,Flytip,Flytip: Flytip,51.473447,Fly-Tipping,2021-08-24T08:48:42+01:00,['Lewisham Borough Council'],,
